Survived,Pclass,Age,SibSp,Parch,Fare,Age_was_missing,Cabin_known,FamilySize,IsAlone,FarePerPerson,IsWoman_or_Child,LogFare,LogAge,Pclass_x_Fare,Age_x_Pclass,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare_Female,Title_Rare_Male,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_U,AgeGroup_Adult,AgeGroup_Child,AgeGroup_Senior,AgeGroup_Teen
0,3,4.349321371818551,0,4,17.593655394388602,0,0,5,0,3.5187,1,2.922820414700077,1.6769697064731757,52.7809661831658,13.047964115455652,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,3,39.546782695463456,0,0,15.718632426290114,0,0,1,1,15.7186,0,2.8165238116253533,3.702456435748193,47.15589727887034,118.64034808639036,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3,34.33621738835889,0,0,20.57501248870072,0,0,1,1,20.575,1,3.071535815819879,3.56490842631172,61.725037466102165,103.00865216507667,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,47.05653855715844,1,0,5.279803042975145,0,0,2,0,2.6399,0,1.8373386174047155,3.8723782043511874,15.839409128925434,141.16961567147533,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,38.424538917779415,0,5,90.17189691071636,0,1,6,0,15.0286,0,4.512746701684152,3.6743884376070772,90.17189691071636,38.424538917779415,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2,27.06161622422717,0,1,19.05183361711606,0,0,2,0,9.5259,0,2.998320601796318,3.3344026718832462,38.10366723423212,54.12323244845434,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,1,11.85982469194888,0,0,83.87841697511838,0,0,1,1,83.8784,1,4.441219843980049,2.554108086675256,83.87841697511838,11.85982469194888,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,3,27.762918571125304,1,0,9.098261223634736,1,0,2,0,4.5491,1,2.312363252950887,3.359087007924011,27.29478367090421,83.2887557133759,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,17.0927136410698,0,0,16.398655612993092,0,0,1,1,16.3987,1,2.8563929396144094,2.895509295955379,49.195966838979274,51.2781409232094,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,2,20.87267170273388,0,0,12.243258607330874,0,0,1,1,12.2433,0,2.5834886386051674,3.0852379901324665,24.48651721466175,41.74534340546776,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,37.24009766188853,0,0,58.07374549959523,0,0,1,1,58.0737,0,4.07878658712333,3.6438846420996183,58.07374549959523,37.24009766188853,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,2,26.577726811301005,1,0,13.50965108701296,1,0,2,0,6.7548,0,2.6748140202260653,3.3170084473331,27.01930217402592,53.15545362260201,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,2,34.525401417521735,2,1,33.58569579427152,0,0,4,0,8.3964,0,3.543440180233045,3.5702479734976986,67.17139158854305,69.05080283504347,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,12.25763713150742,0,0,11.915886953580657,0,0,1,1,11.9159,1,2.558458100425135,2.584573773668462,35.74766086074197,36.77291139452226,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,3,35.22443735508197,1,1,9.101208855008728,0,0,3,0,3.0337,0,2.3126551052998288,3.5897339561353157,27.303626565026185,105.67331206524591,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,30.268762512030733,2,0,9.5912270603332,1,0,3,0,3.1971,0,2.3600260226207865,3.4426195963991946,28.7736811809996,90.8062875360922,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,20.46303933952865,2,0,12.027972993200624,0,0,3,0,4.0093,0,2.567098814430615,3.0663323552976594,36.083918979601876,61.38911801858595,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,1,26.15773036573737,0,0,211.73417280070308,1,1,1,1,211.7342,1,5.3600433712699544,3.301661733872407,211.73417280070308,26.15773036573737,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,3,29.20563472620876,0,0,5.714429389928344,0,0,1,1,5.7144,0,1.9042588509257667,3.408028487314916,17.14328816978503,87.61690417862629,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,18.01142361684864,0,0,17.99713625682514,0,1,1,1,17.9971,0,2.944288244481546,2.9450400414843223,53.99140877047542,54.034270850545916,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,3,38.07592607381402,1,0,15.927131722201468,0,0,2,0,7.9636,1,2.828917761957356,3.665506575932371,47.781395166604405,114.22777822144205,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,27.306725919491058,0,0,7.0648191000480525,0,0,1,1,7.0648,0,2.0875112810773837,3.3430994414110238,21.19445730014416,81.92017775847317,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3,34.87345421469839,0,0,28.934383368590304,0,0,1,1,28.9344,1,3.399007765153638,3.5799975850594357,86.80315010577091,104.62036264409517,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,16.5751095107706,0,0,16.58460607638819,0,0,1,1,16.5846,0,2.8670238645597794,2.8664836687311195,49.75381822916457,49.72532853231179,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,2,22.87558379547225,1,0,14.747775997931194,0,1,2,0,7.3739,0,2.7566991488205095,3.1728563382342214,29.49555199586239,45.7511675909445,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,1,39.1133390095888,1,1,26.216228806633666,0,0,3,0,8.7387,1,3.303813442681426,3.6917089226295405,26.216228806633666,39.1133390095888,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,1,23.780335870715263,0,2,91.79104422204584,0,0,3,0,30.597,1,4.530350128907175,3.2100504302138724,91.79104422204584,23.780335870715263,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,53.17749391726767,1,0,77.88078685024774,0,0,2,0,38.9404,1,4.367937685526672,3.9922655808302006,77.88078685024774,53.17749391726767,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3,30.268762512030733,0,0,6.465490575083034,1,1,1,1,6.4655,0,2.0102911455208594,3.4426195963991946,19.3964717252491,90.8062875360922,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,2,32.145586160526406,1,0,10.692725254359384,0,0,2,0,5.3464,0,2.458966875290957,3.5009095602715243,21.38545050871877,64.29117232105281,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,30.268762512030733,0,2,20.2066664059634,1,0,3,0,6.7356,0,3.05431558535943,3.4426195963991946,60.6199992178902,90.8062875360922,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3,9.142879738937555,0,0,3.71169893363986,0,0,1,1,3.7117,1,1.5500485507680786,2.3167719557660966,11.13509680091958,27.428639216812666,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,2,4.34867663226914,2,0,24.150423751674097,0,0,3,0,8.0501,1,3.224874745376931,1.6768491718554006,48.300847503348194,8.69735326453828,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,2,7.640811596018672,0,0,17.872622779288754,0,0,1,1,17.8726,1,2.9377123417351463,2.1564965131287575,35.74524555857751,15.281623192037344,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,3,46.67617744798055,1,0,16.170677103998816,0,0,2,0,8.0853,1,2.843203109425882,3.8644318485696676,48.51203131199645,140.02853234394166,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,21.273985957505744,0,0,67.0503365268109,0,0,1,1,67.0503,0,4.220247674372696,3.103419448527401,67.0503365268109,21.273985957505744,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,64.81478999935553,0,1,95.39170393559137,0,0,2,0,47.6959,0,4.568420139153806,4.186844585100504,95.39170393559137,64.81478999935553,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,2,21.10053361879656,0,0,12.807966585794826,0,0,1,1,12.808,0,2.6252457144217787,3.0956017538791087,25.615933171589653,42.20106723759312,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,1,31.58371824475852,0,0,77.67268762564913,0,0,1,1,77.6727,1,4.36529605104283,3.48381272326596,77.67268762564913,31.58371824475852,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3,27.762918571125304,0,0,16.092558765633665,1,0,1,1,16.0926,1,2.838643208894602,3.359087007924011,48.27767629690099,83.2887557133759,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3,57.08530043422772,0,0,13.13696185107327,0,0,1,1,13.137,1,2.6487927753648273,4.061912627272415,39.41088555321981,171.25590130268316,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3,57.86105007290957,0,2,15.075799186364632,0,0,3,0,5.0253,1,2.7773149849914325,4.075179582824744,45.227397559093895,173.58315021872872,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3,45.917127228304,0,0,6.876803044022782,0,0,1,1,6.8768,1,2.0639221164759673,3.8483827948925806,20.630409132068344,137.751381684912,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
